"","Time","ID","sp1","sp2","sp3","sp4","sp5","sp6","sp7","sp8","sp9","sp10","sp11","sp12","sp13","sp14","sp15","sp16","sp17","sp18","sp19","sp20","sp21","sp22","sp23","sp24","sp25","sp26","sp27","sp28","sp29","sp30","sp31","sp32","sp33","sp34","sp35","sp36","sp37","sp38","sp39","sp40","sp41","sp42","sp43","sp44","sp45","sp46","sp47","sp48","sp49","sp50","sp51","sp52","sp53","sp54","sp55","sp56","sp57","sp58","sp59","sp60","sp61","sp62","sp63","sp64","sp65","sp66","sp67","sp68","sp69","sp70","sp71","sp72","sp73","sp74","sp75","sp76","sp77","sp78","sp79","sp80","sp81","sp82","sp83","sp84","sp85","sp86","sp87","sp88","sp89","sp90","sp91","sp92","sp93","sp94","sp95","sp96","sp97","sp98","sp99","sp100"
"Sbj8_Time2",2,8,13,10,15,26,17,31,21,44,13,38,40,30,23,12,17,14,20,14,21,11,42,33,32,41,10,19,12,19,37,45,34,45,18,27,31,13,53,17,51,14,25,23,52,27,15,18,43,34,38,17,8,30,27,20,29,27,22,9,36,42,48,38,21,19,35,31,14,35,32,20,20,10,14,10,28,9,14,30,19,24,16,20,11,45,31,37,27,43,16,25,9,12,7,12,52,13,49,26,22,9
"Sbj8_Time3",3,8,13,13,10,30,11,23,27,46,15,36,48,26,20,13,14,15,27,15,15,15,44,35,29,34,14,12,15,20,37,35,35,46,20,34,28,12,52,14,49,11,17,19,51,31,13,15,53,33,37,19,14,28,33,26,27,23,24,13,32,39,46,37,16,23,39,24,16,40,35,18,12,13,13,17,27,17,13,40,6,21,14,17,18,41,23,38,27,40,19,33,10,12,18,16,46,11,49,20,19,9
"Sbj8_Time4",4,8,13,14,10,26,12,26,22,50,13,42,41,36,18,16,10,10,25,13,15,17,40,32,26,33,8,19,13,17,39,40,38,48,21,27,30,17,56,12,48,15,23,21,53,28,11,12,44,32,38,10,13,28,31,20,34,24,19,14,37,41,48,35,13,18,36,17,7,37,34,19,13,8,11,9,34,14,15,38,11,23,17,17,9,39,30,39,27,48,15,32,15,13,14,16,54,8,50,18,20,20
"Sbj80_Time1",1,80,29,20,24,20,17,18,19,14,13,17,24,17,26,18,18,20,18,16,19,22,11,8,26,20,23,22,21,18,16,20,22,18,20,23,16,14,22,11,20,22,15,24,18,21,20,26,14,16,17,15,12,20,18,15,14,16,20,16,19,23,18,21,19,22,24,21,22,20,17,17,24,18,25,18,17,22,21,21,20,26,21,15,13,25,26,19,21,13,12,10,16,18,17,19,17,15,21,23,26,20
"Sbj80_Time2",2,80,19,15,26,12,26,48,17,14,22,35,12,16,20,15,21,17,27,31,15,9,18,13,12,36,13,40,15,15,32,24,35,31,18,28,25,44,15,11,6,37,11,30,17,33,8,31,8,27,11,23,14,18,34,20,12,12,13,14,14,23,12,19,33,14,15,17,17,20,21,41,41,11,21,12,21,17,25,19,18,14,19,17,17,13,14,14,34,28,19,25,25,33,19,13,26,21,28,37,18,18
"Sbj80_Time3",3,80,10,21,32,13,17,36,11,15,21,30,15,16,13,20,24,23,22,31,12,14,20,12,17,34,8,38,17,18,43,22,29,30,18,25,20,44,15,17,12,28,10,31,9,28,11,34,17,27,19,20,17,22,25,20,18,11,17,16,20,26,16,17,31,18,16,16,20,17,14,44,41,16,21,6,23,10,33,16,19,11,13,21,9,19,14,11,35,24,27,26,25,36,16,15,19,22,31,38,12,17
"Sbj80_Time4",4,80,11,24,20,16,26,43,19,13,21,34,8,16,21,17,28,14,29,31,16,11,24,17,13,33,16,38,13,20,44,22,34,36,12,27,17,41,11,12,12,36,13,28,19,30,6,30,14,25,14,20,13,18,29,18,18,14,15,18,24,25,15,14,35,17,18,12,22,19,8,51,36,11,22,11,18,19,27,19,19,14,12,16,14,21,18,10,34,28,27,27,28,34,15,19,13,15,35,36,12,20
"Sbj81_Time1",1,81,12,21,21,14,19,15,24,21,21,22,25,16,26,21,19,23,14,27,10,25,19,21,13,22,19,13,15,15,18,14,14,24,16,22,22,14,15,18,19,17,17,15,18,17,19,14,24,16,14,15,14,25,26,19,24,17,17,19,18,18,18,18,14,13,25,17,25,12,10,21,13,13,22,18,24,19,12,23,15,16,18,21,19,9,19,11,24,22,15,24,19,11,18,27,19,11,12,25,19,14
"Sbj81_Time2",2,81,15,19,51,14,17,24,30,11,41,51,19,30,19,18,42,35,34,18,19,46,18,13,40,19,21,25,16,9,23,27,39,39,16,16,13,22,54,48,15,16,15,27,13,11,41,14,16,30,50,42,13,23,14,49,26,40,23,28,17,26,15,22,21,18,14,43,30,18,42,8,43,23,15,49,41,51,28,46,13,30,19,7,12,51,18,13,53,13,28,50,15,13,13,29,22,19,7,15,35,14
"Sbj81_Time3",3,81,13,18,49,22,23,24,33,14,38,43,11,29,12,9,51,30,33,12,11,59,10,14,40,16,22,23,12,13,23,26,46,26,20,20,12,31,44,44,15,13,14,24,15,16,35,13,17,34,43,45,13,25,8,48,25,35,19,25,10,30,17,20,29,22,18,36,37,15,40,13,38,20,12,55,37,44,30,45,16,25,22,11,17,46,14,8,54,18,26,51,13,13,12,27,27,18,6,8,35,13
"Sbj81_Time4",4,81,17,17,50,18,24,25,30,12,35,40,11,30,18,12,50,29,33,15,14,47,19,15,42,16,27,26,13,13,18,28,41,33,13,22,8,28,51,41,17,6,20,15,9,15,37,13,15,28,40,40,11,31,12,43,22,35,26,19,17,29,15,19,27,22,21,40,30,11,46,14,35,27,12,51,39,48,27,49,18,24,18,13,11,53,13,15,55,14,23,48,15,11,14,27,19,21,13,13,31,19
"Sbj82_Time1",1,82,20,17,19,21,17,17,20,21,20,11,22,23,14,20,17,17,20,20,14,17,20,19,16,21,23,17,15,15,20,19,18,20,20,13,18,23,22,21,20,23,24,20,28,18,18,16,22,17,24,17,19,28,19,7,19,16,16,17,16,25,22,20,12,20,24,23,15,21,22,19,24,13,19,11,24,22,18,9,21,19,20,15,14,26,15,16,23,14,21,23,17,23,27,16,18,23,17,19,20,13
"Sbj82_Time2",2,82,15,22,14,15,11,31,20,30,16,18,18,13,13,41,13,29,10,8,14,29,12,34,16,13,20,18,20,14,34,18,27,17,22,17,14,28,13,18,27,16,19,11,11,22,22,31,15,23,23,21,17,35,55,29,17,16,28,22,19,11,24,24,35,39,21,30,18,30,14,12,11,13,16,21,18,16,32,18,23,16,29,19,17,32,5,25,25,36,18,21,20,21,31,10,26,17,25,15,19,16
"Sbj82_Time3",3,82,15,19,10,10,12,33,15,24,15,18,13,11,18,37,26,24,10,9,14,30,15,36,15,14,21,21,28,18,34,18,23,14,24,23,19,25,12,22,21,9,17,15,10,17,27,33,14,19,15,14,30,37,46,34,17,17,26,25,25,14,19,22,28,44,13,33,17,33,16,15,14,18,12,14,14,21,35,9,23,24,25,22,11,35,14,28,16,48,24,22,13,15,27,17,24,17,21,13,18,14
"Sbj82_Time4",4,82,16,24,13,19,21,34,13,32,10,19,12,13,8,41,15,22,17,12,14,34,14,32,12,15,26,17,22,21,26,27,24,14,20,20,13,27,5,18,24,16,17,17,14,18,22,32,13,19,23,12,29,39,49,31,20,18,30,28,21,14,20,26,28,43,16,28,26,28,13,15,12,19,15,16,15,22,40,12,29,21,30,21,13,31,14,28,28,40,29,19,24,16,23,7,27,16,21,16,15,15
"Sbj83_Time1",1,83,17,15,22,15,15,19,15,20,20,15,19,11,24,18,18,12,11,20,10,12,20,27,12,12,24,17,19,23,15,18,13,22,14,15,14,21,12,21,17,21,23,22,19,22,22,16,18,15,22,20,8,22,11,14,21,23,17,24,14,23,23,17,21,16,16,22,13,26,17,26,25,28,13,20,21,20,19,11,14,19,28,13,17,14,15,19,18,25,16,20,23,18,12,14,19,14,19,18,7,19
"Sbj83_Time2",2,83,81,39,7,12,13,35,36,27,45,17,26,36,13,16,18,36,12,11,42,11,9,60,10,30,35,28,39,32,9,51,14,53,59,10,14,48,24,47,22,51,65,18,33,18,27,33,41,51,28,14,22,43,18,39,14,22,14,30,29,15,27,13,38,49,54,34,27,42,30,17,31,15,52,16,16,58,39,27,12,17,50,34,37,28,9,6,36,16,14,15,12,32,16,30,41,38,10,50,20,44
"Sbj83_Time3",3,83,81,42,9,9,17,32,46,20,39,23,31,41,15,9,25,30,11,15,43,16,8,62,13,34,36,32,40,38,6,54,12,54,62,11,10,56,24,49,19,57,65,22,41,12,34,37,41,45,31,16,19,51,16,38,13,28,15,26,31,12,31,16,41,55,54,27,30,52,31,13,30,15,52,14,12,56,34,29,15,15,61,34,37,25,12,17,34,11,16,17,11,34,22,25,40,42,9,52,20,49
"Sbj83_Time4",4,83,78,45,16,13,19,29,44,19,43,18,29,38,16,16,20,33,13,19,39,16,13,61,6,33,34,28,38,33,11,47,13,49,65,16,14,58,24,48,22,56,71,18,36,16,27,35,42,48,29,15,19,49,7,41,17,27,13,27,36,15,37,20,29,57,62,27,33,47,28,17,33,10,53,13,15,57,36,26,18,13,61,39,35,21,11,13,34,15,11,10,14,29,12,22,43,43,14,55,14,51
"Sbj84_Time1",1,84,19,11,23,16,20,16,23,23,19,14,20,16,28,24,23,17,14,23,17,21,18,25,19,19,20,17,24,21,15,24,18,26,22,18,18,22,20,23,16,22,18,21,16,26,13,15,18,19,28,14,17,23,17,22,17,24,19,28,17,21,14,21,20,13,25,15,19,22,25,22,12,23,21,19,17,18,24,27,20,19,22,20,18,17,17,19,20,22,12,22,26,16,20,24,20,22,19,22,15,14
"Sbj84_Time2",2,84,11,24,7,19,19,8,14,11,23,31,38,21,13,21,41,12,29,38,31,12,21,38,26,13,32,44,17,21,28,11,25,19,17,28,14,25,28,40,29,18,11,17,17,19,21,27,11,23,15,14,10,24,22,43,27,20,13,27,6,16,13,11,25,14,13,15,53,15,14,31,9,14,16,10,31,18,27,11,16,18,41,10,20,26,11,23,14,12,37,27,30,18,29,19,15,27,36,13,17,32
"Sbj84_Time3",3,84,15,21,14,12,18,18,17,17,17,32,31,15,14,19,38,12,27,34,41,17,25,37,32,13,29,50,22,15,32,14,23,14,17,30,17,25,31,36,25,19,17,15,12,20,17,29,15,27,13,20,12,31,21,39,30,16,16,27,12,20,18,13,24,15,16,14,54,15,18,31,10,18,17,13,29,12,29,16,16,18,47,17,24,17,14,27,13,17,41,29,27,19,25,22,18,23,45,14,21,33
"Sbj84_Time4",4,84,16,23,16,12,17,19,14,15,19,37,30,14,13,14,38,18,31,33,28,17,22,32,27,13,28,47,22,19,34,14,29,19,10,30,18,21,33,35,24,17,13,15,12,17,18,27,13,20,19,17,10,26,23,36,36,19,16,25,19,22,17,11,15,15,14,16,53,16,11,34,16,15,20,18,29,15,27,15,17,22,36,12,17,23,18,28,16,10,37,29,28,16,28,23,20,28,42,17,16,31
"Sbj85_Time1",1,85,21,25,21,16,21,16,13,17,16,18,19,21,13,15,17,19,19,14,11,13,19,10,17,19,22,20,21,13,17,15,13,9,12,13,15,17,25,21,17,18,19,16,17,8,26,13,19,18,20,17,25,14,22,19,21,15,18,23,24,19,20,18,18,23,15,10,14,15,24,15,19,18,22,17,11,20,16,11,14,15,16,14,16,13,21,10,16,16,15,12,12,22,25,18,16,16,21,19,10,14
"Sbj85_Time2",2,85,30,17,32,25,25,29,16,28,11,20,38,15,26,6,20,17,21,25,34,22,12,20,12,12,19,29,25,23,34,13,28,30,15,16,25,33,44,23,28,19,18,34,26,12,12,29,17,27,11,30,15,14,16,16,12,10,28,28,27,19,12,19,31,17,24,31,26,22,28,18,31,26,22,38,10,16,17,30,11,13,14,33,36,21,13,18,26,14,14,11,21,20,17,23,21,28,28,18,14,10
"Sbj85_Time3",3,85,30,21,29,25,26,29,19,19,7,21,37,10,24,9,15,12,27,20,31,20,19,23,13,18,21,33,28,16,25,14,24,28,15,11,31,37,50,32,29,25,21,29,24,7,21,30,17,29,16,34,17,12,21,16,15,9,32,24,15,20,16,12,26,20,29,30,32,18,27,26,25,28,25,32,10,17,17,29,13,9,14,32,39,22,18,19,25,18,12,11,18,28,12,18,23,29,23,18,18,18
"Sbj85_Time4",4,85,25,14,31,22,20,32,11,19,19,26,38,15,24,11,22,15,31,25,35,16,12,20,13,14,15,27,26,11,27,11,29,34,19,13,30,28,52,33,28,18,19,39,25,13,17,25,18,29,12,29,15,13,11,16,14,12,27,20,17,19,14,16,27,14,29,28,24,27,30,24,29,22,25,34,14,12,11,36,14,18,10,34,38,15,14,18,32,14,12,15,20,23,17,26,19,32,24,15,11,22
"Sbj86_Time1",1,86,11,21,20,22,24,18,18,22,20,21,12,10,19,23,23,16,24,15,15,23,25,17,18,13,19,18,20,18,14,18,20,14,24,20,13,21,12,14,22,8,14,15,15,19,20,16,22,17,23,17,20,22,14,16,19,22,21,19,19,18,14,19,17,17,18,19,10,11,26,15,23,17,15,21,14,22,9,19,12,22,9,14,19,16,18,16,13,19,19,14,24,18,23,16,17,10,12,13,21,13
"Sbj86_Time2",2,86,19,11,11,20,26,8,22,13,28,25,23,25,34,20,12,18,20,12,15,25,15,24,32,30,27,21,22,19,41,27,15,18,29,27,16,16,17,18,21,26,15,27,17,31,10,33,25,28,23,37,12,13,10,12,20,33,18,25,33,16,24,26,33,13,14,18,20,22,27,12,26,18,10,25,15,47,22,13,13,22,11,27,18,36,25,22,14,28,17,22,16,28,20,9,25,12,23,24,18,21
"Sbj86_Time3",3,86,17,22,18,24,32,10,15,15,24,21,24,20,37,20,9,16,26,16,14,23,25,26,32,35,31,23,31,16,39,30,8,20,27,30,13,11,13,23,20,26,16,33,11,32,18,26,30,29,14,32,13,13,12,14,17,28,20,25,31,17,21,28,34,12,14,12,22,21,31,13,27,14,16,27,16,50,20,23,12,15,18,22,14,27,24,20,13,30,16,22,16,25,20,7,19,10,30,22,11,33
"Sbj86_Time4",4,86,19,16,18,15,25,12,18,8,26,25,22,20,32,25,12,20,26,10,15,19,17,23,30,35,28,22,31,13,42,29,15,18,25,24,17,13,16,20,19,25,9,32,14,29,16,21,24,28,20,29,19,15,14,13,21,26,23,25,32,15,22,26,39,14,16,18,24,17,34,16,22,21,13,25,8,49,24,15,11,20,17,23,10,32,28,19,11,30,17,23,11,23,21,12,22,15,32,22,10,26
"Sbj87_Time1",1,87,10,22,20,15,20,20,21,18,20,10,22,24,22,12,20,22,9,14,17,22,16,16,18,21,14,18,18,21,15,17,19,22,15,14,17,25,25,15,19,20,15,19,28,17,17,15,23,16,27,24,19,17,22,17,15,13,20,22,28,17,17,16,17,16,16,15,24,19,14,18,21,22,17,18,20,19,25,15,22,19,18,20,26,14,22,20,17,12,17,17,12,15,17,23,16,18,15,20,13,22
"Sbj87_Time2",2,87,68,45,73,13,103,13,61,11,90,12,11,13,11,14,15,31,107,57,90,14,27,78,97,13,18,50,7,40,37,37,15,80,21,65,54,37,36,74,68,14,87,9,11,11,33,10,14,66,12,77,14,46,13,56,17,20,85,14,62,14,67,53,16,36,74,12,38,88,10,16,57,15,101,17,53,10,15,95,44,12,68,54,82,56,54,47,15,16,102,28,14,117,93,13,72,10,80,40,14,15
"Sbj87_Time3",3,87,68,51,80,4,102,16,57,11,91,14,10,14,12,7,18,34,104,54,82,12,27,82,102,12,12,46,17,35,36,41,11,75,20,68,57,41,37,78,69,15,83,15,12,16,25,17,13,68,15,75,12,50,16,57,13,20,85,13,58,11,62,50,15,42,79,13,33,92,7,9,57,9,103,9,48,13,9,91,56,13,71,47,85,47,50,42,11,12,101,25,13,124,90,10,64,12,83,43,16,16
"Sbj87_Time4",4,87,64,46,75,12,102,14,63,19,94,18,14,9,12,10,15,34,106,57,81,14,33,78,98,18,14,43,11,30,34,40,18,81,26,71,54,43,31,69,65,20,84,13,12,10,30,10,13,69,14,82,20,54,9,54,14,20,84,10,61,13,66,55,14,43,73,10,33,98,11,13,62,14,102,19,51,15,13,91,45,19,80,42,80,44,56,40,15,17,101,23,14,122,91,14,65,8,84,45,17,18
"Sbj88_Time1",1,88,22,13,14,24,22,13,13,20,14,18,22,16,19,22,17,13,20,14,16,12,29,13,24,23,21,26,11,19,16,18,16,9,12,17,23,23,14,19,19,15,18,14,14,12,20,21,31,19,20,12,18,20,29,22,21,20,26,20,16,25,20,18,13,25,14,21,22,24,20,15,14,14,18,16,9,17,22,17,20,23,13,23,22,17,19,19,15,10,21,24,19,22,17,17,17,21,20,23,19,22
"Sbj88_Time2",2,88,45,38,16,16,12,41,17,10,38,11,15,20,9,12,36,16,53,17,33,11,47,43,14,10,18,14,38,18,10,33,21,29,64,46,17,17,28,65,48,23,11,53,13,16,57,18,15,56,13,34,64,21,12,38,37,16,11,38,13,63,25,45,52,19,11,11,13,64,23,18,15,17,40,102,12,53,12,18,14,71,20,12,41,34,56,40,11,48,16,78,89,43,26,45,14,21,31,15,9,19
"Sbj88_Time3",3,88,43,36,16,14,22,49,21,11,43,16,14,25,19,12,34,15,50,27,36,11,46,34,14,17,22,16,28,17,12,26,16,28,63,43,15,16,32,69,47,26,17,53,15,14,50,15,16,53,10,37,61,17,12,36,32,17,9,35,12,58,25,41,50,14,6,24,18,69,27,8,12,12,38,104,12,55,20,25,11,78,21,16,37,37,58,39,18,45,17,77,81,39,26,57,21,15,25,16,22,21
"Sbj88_Time4",4,88,43,36,13,15,18,48,24,15,36,16,11,19,13,14,32,14,58,24,30,18,48,33,20,14,20,21,29,15,11,30,22,25,60,39,15,18,31,68,49,27,9,57,14,13,60,13,7,58,14,33,73,20,16,29,35,17,16,35,15,54,27,41,50,13,12,12,20,67,30,16,12,17,42,100,9,51,21,21,12,72,17,13,39,44,58,42,14,47,19,72,84,41,20,53,13,17,24,11,11,23
"Sbj89_Time1",1,89,27,18,23,14,16,17,13,13,20,20,20,19,25,19,14,25,19,19,24,23,21,17,22,17,16,12,18,19,23,15,18,26,14,22,16,20,24,18,27,15,18,25,13,14,19,17,15,15,15,17,16,20,22,17,18,21,10,23,14,24,18,23,18,21,20,18,19,17,16,21,5,13,19,13,20,19,21,24,14,24,12,20,18,12,19,16,17,14,13,17,12,16,19,15,11,20,22,19,15,20
"Sbj89_Time2",2,89,18,27,29,23,20,10,15,27,16,29,14,44,37,47,23,33,48,14,11,13,29,10,31,40,47,15,31,46,23,10,12,12,14,14,17,12,51,24,36,8,23,24,12,30,18,55,25,31,19,15,31,29,29,26,11,11,26,29,17,16,11,13,14,26,29,40,22,28,20,42,28,10,33,19,20,16,38,13,39,53,34,44,28,11,14,22,36,21,32,47,11,32,33,11,41,14,40,14,15,26
"Sbj89_Time3",3,89,21,14,30,26,29,13,13,24,21,33,13,51,39,52,22,30,52,18,10,14,29,13,32,37,39,11,33,37,21,20,12,14,12,11,18,18,47,32,43,13,20,21,12,22,17,43,28,36,24,16,41,41,32,24,22,9,20,27,10,20,15,12,19,24,25,39,24,22,22,43,33,11,30,23,16,13,37,12,32,51,30,54,33,12,15,26,32,17,25,45,14,29,20,10,37,15,45,15,14,26
"Sbj89_Time4",4,89,21,20,30,24,18,15,16,25,17,32,13,53,41,51,19,29,58,18,14,12,26,18,31,37,36,18,33,43,24,13,13,21,11,9,18,15,43,27,42,7,27,19,17,19,24,51,25,32,22,17,39,33,28,26,17,13,25,35,11,17,10,13,11,32,17,39,14,23,23,42,34,15,37,15,18,11,40,17,30,55,32,48,37,11,12,22,35,14,28,47,12,26,28,10,34,8,42,18,6,25
"Sbj9_Time1",1,9,15,27,25,20,15,20,19,23,23,15,17,15,20,18,27,20,22,19,13,19,18,15,19,16,17,13,18,16,17,24,21,21,25,26,19,19,19,13,20,21,15,11,12,14,16,23,15,17,24,19,19,23,14,16,22,26,21,19,10,23,21,18,21,18,10,13,9,15,19,14,19,22,25,19,29,24,16,16,25,26,18,16,17,18,22,24,17,17,15,21,14,22,22,21,21,14,23,26,22,19
"Sbj9_Time2",2,9,29,40,18,16,17,35,15,24,16,15,33,27,14,20,33,16,28,36,10,20,11,15,11,15,25,16,13,20,15,18,19,26,16,31,29,36,27,10,25,28,25,25,18,21,37,15,9,24,33,7,13,13,16,12,13,36,30,10,36,9,15,21,11,31,28,13,15,13,17,28,16,26,16,32,39,20,14,29,21,46,15,10,15,47,23,26,27,11,33,21,16,34,19,7,8,9,17,20,23,14
"Sbj9_Time3",3,9,34,34,11,13,14,34,13,21,17,10,39,23,14,22,30,13,34,37,15,23,16,20,8,20,22,15,17,10,13,17,19,15,11,20,30,34,27,16,21,31,18,23,16,20,39,20,10,20,34,8,18,17,8,16,14,28,29,14,39,10,15,24,11,27,26,18,11,17,18,36,13,24,8,35,33,17,20,29,18,36,20,12,14,51,22,25,21,7,33,21,11,33,17,11,17,8,18,16,25,19
"Sbj9_Time4",4,9,30,41,18,12,23,31,7,14,13,14,29,28,12,27,29,12,30,30,14,21,12,21,16,17,27,11,8,10,16,18,19,16,18,28,27,36,25,15,23,22,18,26,16,21,32,10,19,21,33,15,18,15,16,21,13,34,26,16,42,18,16,28,16,27,26,12,10,13,21,37,19,33,14,23,35,17,10,22,18,34,17,15,17,47,21,25,27,14,33,25,6,37,23,16,16,10,16,22,29,18
"Sbj90_Time1",1,90,15,12,16,22,16,15,24,17,17,15,11,15,21,23,16,13,15,14,20,9,19,15,24,11,21,22,12,7,22,23,16,19,16,17,22,19,23,24,14,16,19,12,17,16,19,17,26,15,18,19,25,22,18,26,9,25,15,22,28,19,24,22,22,14,14,17,18,17,16,17,18,19,16,10,14,24,20,17,19,17,25,16,19,16,22,23,16,21,26,27,14,16,23,18,25,22,20,18,15,25
"Sbj90_Time2",2,90,11,9,13,24,14,22,21,14,16,21,16,16,49,24,27,24,15,17,12,27,19,28,16,43,50,15,12,23,21,29,19,14,49,14,14,15,38,11,13,40,19,18,29,18,15,14,45,31,33,19,15,38,33,25,28,16,23,25,25,39,28,20,37,21,15,26,11,30,14,20,22,12,18,61,19,12,17,35,47,42,45,15,11,42,17,21,35,21,14,26,23,10,17,16,16,36,16,16,27,33
"Sbj90_Time3",3,90,17,7,16,26,20,27,22,16,13,16,16,13,42,20,22,27,14,10,17,25,15,18,11,40,50,15,12,28,14,34,23,17,51,12,13,12,37,14,17,42,25,17,27,20,11,15,48,35,37,21,13,40,39,23,27,16,25,21,26,39,21,26,38,29,8,26,9,30,16,17,19,10,12,60,17,18,22,34,51,36,44,16,12,37,14,21,33,16,11,25,25,12,18,11,23,33,21,21,37,31
"Sbj90_Time4",4,90,13,15,13,26,15,31,21,12,14,13,12,14,50,12,25,31,16,13,12,21,20,23,12,40,53,11,10,23,8,37,27,13,46,17,20,15,33,15,13,37,21,19,27,17,13,17,44,29,33,13,13,44,40,20,32,19,23,23,28,37,26,20,34,23,20,26,11,33,14,16,23,16,20,71,20,15,22,29,45,37,43,14,12,39,10,22,37,19,17,27,23,13,17,15,22,36,21,19,31,28
"Sbj91_Time1",1,91,13,21,21,13,21,18,22,14,18,23,26,19,20,20,15,18,23,21,14,24,18,11,13,19,19,15,24,15,16,15,20,14,24,20,10,24,23,16,23,19,18,23,12,20,20,20,29,13,23,18,25,11,16,14,28,18,16,15,19,12,23,20,16,25,18,26,23,21,29,21,9,25,13,21,19,12,22,19,19,27,23,19,11,17,11,15,20,13,22,18,21,26,17,17,10,10,22,20,18,18
"Sbj91_Time2",2,91,32,15,16,13,18,14,35,11,32,22,46,38,14,35,13,18,12,18,20,24,36,14,40,33,11,38,13,10,7,20,11,33,8,28,34,39,12,34,29,39,12,14,17,32,11,29,27,34,12,48,41,13,33,26,43,9,13,38,17,14,28,20,41,31,36,26,30,29,35,19,43,11,25,59,43,24,15,27,19,15,46,41,17,14,15,31,11,13,19,13,10,13,37,15,15,15,23,55,39,37
"Sbj91_Time3",3,91,29,14,19,12,15,17,37,7,39,26,51,36,15,37,16,13,13,9,22,22,41,16,38,28,12,37,15,10,15,13,8,35,11,31,41,36,15,28,19,44,16,14,21,24,12,38,30,27,17,44,40,10,40,16,45,11,14,31,14,11,24,14,37,29,35,28,34,29,44,12,47,18,19,56,40,28,13,26,18,10,46,45,18,18,17,25,6,17,22,13,15,13,32,17,10,15,32,48,40,32
"Sbj91_Time4",4,91,39,15,13,15,20,9,29,13,40,20,57,35,15,37,10,15,13,11,14,21,35,12,39,24,12,33,20,14,14,10,8,32,15,37,38,40,12,29,23,37,17,15,14,28,11,31,25,33,16,46,38,10,43,20,36,13,11,28,11,14,21,14,34,28,38,20,28,31,39,20,43,17,18,50,41,31,15,26,16,14,46,46,22,13,10,30,17,10,20,14,10,11,35,14,10,15,32,48,40,37
"Sbj92_Time1",1,92,5,25,20,17,23,16,22,22,19,18,17,16,18,19,16,18,19,22,17,18,11,15,11,20,15,18,14,18,15,11,22,15,13,24,19,22,15,19,22,15,14,22,24,12,20,16,21,15,14,18,13,26,24,14,22,17,16,15,16,16,18,11,13,20,21,14,19,20,17,15,23,28,25,16,17,13,17,21,19,17,22,15,15,17,20,23,19,14,16,15,18,16,17,12,16,11,25,19,21,18
"Sbj92_Time2",2,92,14,13,24,14,33,16,14,28,26,11,38,8,15,10,26,15,15,31,30,34,20,13,22,13,26,20,26,14,24,19,13,20,14,40,7,41,17,22,18,33,16,24,24,17,32,19,29,12,17,33,20,37,30,26,33,31,29,27,16,14,10,9,25,28,23,18,12,42,18,24,13,29,15,34,17,17,40,24,47,21,26,13,35,26,31,30,15,16,8,11,44,18,37,36,18,29,19,20,40,17
"Sbj92_Time3",3,92,16,10,24,19,32,19,14,32,33,16,37,13,16,14,28,16,19,33,28,34,21,14,19,13,22,18,31,31,32,22,14,9,14,45,10,49,11,19,14,31,14,15,28,22,24,20,27,9,20,31,18,38,25,17,32,24,33,33,18,14,18,16,26,27,23,10,8,42,22,19,8,29,12,34,12,13,42,26,50,22,23,17,31,31,33,35,14,16,9,11,44,8,44,35,19,24,25,24,44,13
"Sbj92_Time4",4,92,14,14,27,14,28,18,14,29,23,15,29,17,18,13,30,15,18,35,28,35,26,9,14,15,18,23,36,20,33,27,15,15,21,41,15,42,19,18,14,33,15,23,24,17,29,23,23,12,21,29,17,29,34,17,31,23,32,30,14,17,15,8,25,28,16,11,16,32,12,26,15,33,7,38,18,14,43,28,50,6,27,12,28,28,33,38,10,17,10,16,51,10,39,32,19,28,20,18,46,6
"Sbj93_Time1",1,93,16,22,16,14,14,24,20,18,13,7,18,16,17,22,8,13,16,22,23,16,22,22,12,14,24,24,9,14,20,16,11,17,16,20,19,23,14,14,14,19,23,15,21,9,13,10,12,19,20,20,15,18,22,20,21,21,13,25,16,21,30,21,16,24,17,21,13,18,17,20,19,17,25,22,15,20,17,23,19,20,8,12,20,16,18,20,18,18,25,19,23,14,13,21,22,20,26,12,16,13
"Sbj93_Time2",2,93,23,26,13,43,20,41,17,13,31,14,18,29,13,29,44,9,39,30,16,41,28,23,22,31,10,31,12,42,26,15,23,20,16,20,14,46,14,18,15,33,11,30,20,9,15,13,18,25,16,52,16,15,44,33,55,12,18,34,11,26,22,33,20,15,19,22,37,15,11,38,18,36,13,20,36,33,33,61,36,14,20,23,22,26,15,20,43,15,29,16,14,14,39,15,33,10,13,19,36,16
"Sbj93_Time3",3,93,19,30,16,44,13,42,21,10,29,21,16,25,10,30,42,13,41,30,19,35,29,18,23,35,13,31,17,42,25,12,21,24,12,26,14,47,12,15,12,27,12,27,12,17,9,14,12,25,18,52,13,7,42,34,50,17,19,28,8,26,31,29,27,16,23,22,38,17,14,42,22,35,13,23,35,30,35,64,27,12,13,17,25,30,9,14,43,17,31,19,16,10,38,20,27,17,16,16,33,16
"Sbj93_Time4",4,93,20,35,12,48,15,43,18,20,28,13,15,32,10,31,46,13,37,23,22,36,25,27,25,33,15,27,18,35,20,23,23,21,15,26,13,46,16,21,12,28,11,27,16,10,9,10,17,23,12,59,18,14,44,32,56,15,15,24,19,22,32,37,26,22,17,21,38,17,12,38,22,38,9,19,38,28,37,60,31,10,11,17,25,28,17,12,41,19,27,11,13,10,32,19,27,17,12,15,35,15
